practice_id,role_id,r_a,
"""BAI11.01""",4,,"""""BAI11.01"""""
"""BAI11.01""",5,,"""""BAI11.01"""""
"""BAI11.01""",6,R,"""""BAI11.01"""""
"""BAI11.01""",7,,"""""BAI11.01"""""
"""BAI11.01""",8,,"""""BAI11.01"""""
"""BAI11.01""",9,,"""""BAI11.01"""""
"""BAI11.01""",10,,"""""BAI11.01"""""
"""BAI11.01""",11,,"""""BAI11.01"""""
"""BAI11.01""",12,,"""""BAI11.01"""""
"""BAI11.01""",13,,"""""BAI11.01"""""
"""BAI11.01""",14,,"""""BAI11.01"""""
"""BAI11.01""",15,,"""""BAI11.01"""""
"""BAI11.01""",16,R,"""""BAI11.01"""""
"""BAI11.01""",17,R,"""""BAI11.01"""""
"""BAI11.01""",18,,"""""BAI11.01"""""
"""BAI11.01""",19,,"""""BAI11.01"""""
"""BAI11.01""",20,,"""""BAI11.01"""""
"""BAI11.01""",21,,"""""BAI11.01"""""
"""BAI11.01""",22,,"""""BAI11.01"""""
"""BAI11.01""",23,,"""""BAI11.01"""""
"""BAI11.01""",24,,"""""BAI11.01"""""
"""BAI11.01""",25,,"""""BAI11.01"""""
"""BAI11.01""",26,,"""""BAI11.01"""""
"""BAI11.01""",27,,"""""BAI11.01"""""
"""BAI11.01""",28,,"""""BAI11.01"""""
"""BAI11.01""",29,,"""""BAI11.01"""""
"""BAI11.01""",30,,"""""BAI11.01"""""
"""BAI11.01""",31,,"""""BAI11.01"""""
"""BAI11.01""",32,,"""""BAI11.01"""""
"""BAI11.01""",33,,"""""BAI11.01"""""
"""BAI11.02""",1,,"""""BAI11.02"""""
"""BAI11.02""",2,,"""""BAI11.02"""""
"""BAI11.02""",3,,"""""BAI11.02"""""
"""BAI11.02""",4,R,"""""BAI11.02"""""
"""BAI11.02""",5,,"""""BAI11.02"""""
"""BAI11.02""",6,,"""""BAI11.02"""""
"""BAI11.02""",7,R,"""""BAI11.02"""""
"""BAI11.02""",8,,"""""BAI11.02"""""
"""BAI11.02""",9,,"""""BAI11.02"""""
"""BAI11.02""",10,,"""""BAI11.02"""""
"""BAI11.02""",11,,"""""BAI11.02"""""
"""BAI11.02""",12,,"""""BAI11.02"""""
"""BAI11.02""",13,,"""""BAI11.02"""""
"""BAI11.02""",14,R,"""""BAI11.02"""""
"""BAI11.02""",15,A,"""""BAI11.02"""""
"""BAI11.02""",16,R,"""""BAI11.02"""""
"""BAI11.02""",17,R,"""""BAI11.02"""""
"""BAI11.02""",18,R,"""""BAI11.02"""""
"""BAI11.02""",19,,"""""BAI11.02"""""
"""BAI11.02""",20,,"""""BAI11.02"""""
"""BAI11.02""",21,,"""""BAI11.02"""""
"""BAI11.02""",22,,"""""BAI11.02"""""
"""BAI11.02""",23,R,"""""BAI11.02"""""
"""BAI11.02""",24,,"""""BAI11.02"""""
"""BAI11.02""",25,,"""""BAI11.02"""""
"""BAI11.02""",26,,"""""BAI11.02"""""
"""BAI11.02""",27,,"""""BAI11.02"""""
"""BAI11.02""",28,,"""""BAI11.02"""""
"""BAI11.02""",29,,"""""BAI11.02"""""
"""BAI11.02""",30,,"""""BAI11.02"""""
"""BAI11.02""",31,,"""""BAI11.02"""""
"""BAI11.02""",32,,"""""BAI11.02"""""
"""BAI11.02""",33,,"""""BAI11.02"""""
"""BAI11.03""",1,,"""""BAI11.03"""""
"""BAI11.03""",2,,"""""BAI11.03"""""
"""BAI11.03""",3,,"""""BAI11.03"""""
"""BAI11.03""",4,,"""""BAI11.03"""""
"""BAI11.03""",5,,"""""BAI11.03"""""
"""BAI11.03""",6,R,"""""BAI11.03"""""
"""BAI11.03""",7,,"""""BAI11.03"""""
"""BAI11.03""",8,,"""""BAI11.03"""""
"""BAI11.03""",9,,"""""BAI11.03"""""
"""BAI11.03""",10,,"""""BAI11.03"""""
"""BAI11.03""",11,,"""""BAI11.03"""""
"""BAI11.03""",12,,"""""BAI11.03"""""
"""BAI11.03""",13,,"""""BAI11.03"""""
"""BAI11.03""",14,,"""""BAI11.03"""""
"""BAI11.03""",15,A,"""""BAI11.03"""""
"""BAI11.03""",16,,"""""BAI11.03"""""
"""BAI11.03""",17,R,"""""BAI11.03"""""
"""BAI11.03""",18,,"""""BAI11.03"""""
"""BAI11.03""",19,,"""""BAI11.03"""""
"""BAI11.03""",20,,"""""BAI11.03"""""
"""BAI11.03""",21,,"""""BAI11.03"""""
"""BAI11.03""",22,,"""""BAI11.03"""""
"""BAI11.03""",23,,"""""BAI11.03"""""
"""BAI11.03""",24,,"""""BAI11.03"""""
"""BAI11.03""",25,,"""""BAI11.03"""""
"""BAI11.03""",26,,"""""BAI11.03"""""
"""BAI11.03""",27,,"""""BAI11.03"""""
"""BAI11.03""",28,,"""""BAI11.03"""""
"""BAI11.03""",29,,"""""BAI11.03"""""
"""BAI11.03""",30,,"""""BAI11.03"""""
"""BAI11.03""",31,,"""""BAI11.03"""""
"""BAI11.03""",32,,"""""BAI11.03"""""
"""BAI11.03""",33,,"""""BAI11.03"""""
"""BAI11.04""",1,,"""""BAI11.04"""""
"""BAI11.04""",2,,"""""BAI11.04"""""
"""BAI11.04""",3,,"""""BAI11.04"""""
"""BAI11.04""",4,,"""""BAI11.04"""""
"""BAI11.04""",5,,"""""BAI11.04"""""
"""BAI11.04""",6,,"""""BAI11.04"""""
"""BAI11.04""",7,,"""""BAI11.04"""""
"""BAI11.04""",8,,"""""BAI11.04"""""
"""BAI11.04""",9,,"""""BAI11.04"""""
"""BAI11.04""",10,,"""""BAI11.04"""""
"""BAI11.04""",11,,"""""BAI11.04"""""
"""BAI11.04""",12,,"""""BAI11.04"""""
"""BAI11.04""",13,,"""""BAI11.04"""""
"""BAI11.04""",14,,"""""BAI11.04"""""
"""BAI11.04""",15,A,"""""BAI11.04"""""
"""BAI11.04""",16,,"""""BAI11.04"""""
"""BAI11.04""",17,R,"""""BAI11.04"""""
"""BAI11.04""",18,R,"""""BAI11.04"""""
"""BAI11.04""",19,,"""""BAI11.04"""""
"""BAI11.04""",20,,"""""BAI11.04"""""
"""BAI11.04""",21,,"""""BAI11.04"""""
"""BAI11.04""",22,,"""""BAI11.04"""""
"""BAI11.04""",23,,"""""BAI11.04"""""
"""BAI11.04""",24,,"""""BAI11.04"""""
"""BAI11.04""",25,,"""""BAI11.04"""""
"""BAI11.04""",26,,"""""BAI11.04"""""
"""BAI11.04""",27,,"""""BAI11.04"""""
"""BAI11.04""",28,,"""""BAI11.04"""""
"""BAI11.04""",29,,"""""BAI11.04"""""
"""BAI11.04""",30,,"""""BAI11.04"""""
"""BAI11.04""",31,,"""""BAI11.04"""""
"""BAI11.04""",32,,"""""BAI11.04"""""
"""BAI11.04""",33,,"""""BAI11.04"""""
"""BAI11.05""",1,,"""""BAI11.05"""""
"""BAI11.05""",2,,"""""BAI11.05"""""
"""BAI11.05""",3,,"""""BAI11.05"""""
"""BAI11.05""",4,R,"""""BAI11.05"""""
"""BAI11.05""",5,,"""""BAI11.05"""""
"""BAI11.05""",6,R,"""""BAI11.05"""""
"""BAI11.05""",7,,"""""BAI11.05"""""
"""BAI11.05""",8,,"""""BAI11.05"""""
"""BAI11.05""",9,,"""""BAI11.05"""""
"""BAI11.05""",10,,"""""BAI11.05"""""
"""BAI11.05""",11,,"""""BAI11.05"""""
"""BAI11.05""",12,,"""""BAI11.05"""""
"""BAI11.05""",13,,"""""BAI11.05"""""
"""BAI11.05""",14,,"""""BAI11.05"""""
"""BAI11.05""",15,A,"""""BAI11.05"""""
"""BAI11.05""",16,,"""""BAI11.05"""""
"""BAI11.05""",17,R,"""""BAI11.05"""""
"""BAI11.05""",18,,"""""BAI11.05"""""
"""BAI11.05""",19,,"""""BAI11.05"""""
"""BAI11.05""",20,,"""""BAI11.05"""""
"""BAI11.05""",21,,"""""BAI11.05"""""
"""BAI11.05""",22,,"""""BAI11.05"""""
"""BAI11.05""",23,,"""""BAI11.05"""""
"""BAI11.05""",24,,"""""BAI11.05"""""
"""BAI11.05""",25,,"""""BAI11.05"""""
"""BAI11.05""",26,,"""""BAI11.05"""""
"""BAI11.05""",27,R,"""""BAI11.05"""""
"""BAI11.05""",28,,"""""BAI11.05"""""
"""BAI11.05""",29,,"""""BAI11.05"""""
"""BAI11.05""",30,,"""""BAI11.05"""""
"""BAI11.05""",31,,"""""BAI11.05"""""
"""BAI11.05""",32,,"""""BAI11.05"""""
"""BAI11.05""",33,,"""""BAI11.05"""""
"""BAI11.06""",1,,"""""BAI11.06"""""
"""BAI11.06""",2,,"""""BAI11.06"""""
"""BAI11.06""",3,,"""""BAI11.06"""""
"""BAI11.06""",4,,"""""BAI11.06"""""
"""BAI11.06""",5,,"""""BAI11.06"""""
"""BAI11.06""",6,R,"""""BAI11.06"""""
"""BAI11.06""",7,,"""""BAI11.06"""""
"""BAI11.06""",8,,"""""BAI11.06"""""
"""BAI11.06""",9,,"""""BAI11.06"""""
"""BAI11.06""",10,,"""""BAI11.06"""""
"""BAI11.06""",11,,"""""BAI11.06"""""
"""BAI11.06""",12,,"""""BAI11.06"""""
"""BAI11.06""",13,,"""""BAI11.06"""""
"""BAI11.06""",14,,"""""BAI11.06"""""
"""BAI11.06""",15,A,"""""BAI11.06"""""
"""BAI11.06""",16,,"""""BAI11.06"""""
"""BAI11.06""",17,R,"""""BAI11.06"""""
"""BAI11.06""",18,,"""""BAI11.06"""""
"""BAI11.06""",19,,"""""BAI11.06"""""
"""BAI11.06""",20,,"""""BAI11.06"""""
"""BAI11.06""",21,,"""""BAI11.06"""""
"""BAI11.06""",22,,"""""BAI11.06"""""
"""BAI11.06""",23,,"""""BAI11.06"""""
"""BAI11.06""",24,,"""""BAI11.06"""""
"""BAI11.06""",25,,"""""BAI11.06"""""
"""BAI11.06""",26,,"""""BAI11.06"""""
"""BAI11.06""",27,R,"""""BAI11.06"""""
"""BAI11.06""",28,,"""""BAI11.06"""""
"""BAI11.06""",29,,"""""BAI11.06"""""
"""BAI11.06""",30,,"""""BAI11.06"""""
"""BAI11.06""",31,,"""""BAI11.06"""""
"""BAI11.06""",32,,"""""BAI11.06"""""
"""BAI11.06""",33,,"""""BAI11.06"""""
"""BAI11.07""",1,,"""""BAI11.07"""""
"""BAI11.07""",2,,"""""BAI11.07"""""
"""BAI11.07""",3,,"""""BAI11.07"""""
"""BAI11.07""",4,,"""""BAI11.07"""""
"""BAI11.07""",5,,"""""BAI11.07"""""
"""BAI11.07""",6,,"""""BAI11.07"""""
"""BAI11.07""",7,,"""""BAI11.07"""""
"""BAI11.07""",8,,"""""BAI11.07"""""
"""BAI11.07""",9,,"""""BAI11.07"""""
"""BAI11.07""",10,,"""""BAI11.07"""""
"""BAI11.07""",11,,"""""BAI11.07"""""
"""BAI11.07""",12,,"""""BAI11.07"""""
"""BAI11.07""",13,,"""""BAI11.07"""""
"""BAI11.07""",14,R,"""""BAI11.07"""""
"""BAI11.07""",15,A,"""""BAI11.07"""""
"""BAI11.07""",16,,"""""BAI11.07"""""
"""BAI11.07""",17,R,"""""BAI11.07"""""
"""BAI11.07""",18,R,"""""BAI11.07"""""
"""BAI11.07""",19,,"""""BAI11.07"""""
"""BAI11.07""",20,,"""""BAI11.07"""""
"""BAI11.07""",21,,"""""BAI11.07"""""
"""BAI11.07""",22,,"""""BAI11.07"""""
"""BAI11.07""",23,R,"""""BAI11.07"""""
"""BAI11.07""",24,,"""""BAI11.07"""""
"""BAI11.07""",25,,"""""BAI11.07"""""
"""BAI11.07""",26,,"""""BAI11.07"""""
"""BAI11.07""",27,,"""""BAI11.07"""""
"""BAI11.07""",28,,"""""BAI11.07"""""
"""BAI11.07""",29,,"""""BAI11.07"""""
"""BAI11.07""",30,,"""""BAI11.07"""""
"""BAI11.07""",31,,"""""BAI11.07"""""
"""BAI11.07""",32,,"""""BAI11.07"""""
"""BAI11.07""",33,,"""""BAI11.07"""""
"""BAI11.08""",1,,"""""BAI11.08"""""
"""BAI11.08""",2,,"""""BAI11.08"""""
"""BAI11.08""",3,,"""""BAI11.08"""""
"""BAI11.08""",4,,"""""BAI11.08"""""
"""BAI11.08""",5,,"""""BAI11.08"""""
"""BAI11.08""",6,,"""""BAI11.08"""""
"""BAI11.08""",7,,"""""BAI11.08"""""
"""BAI11.08""",8,,"""""BAI11.08"""""
"""BAI11.08""",9,,"""""BAI11.08"""""
"""BAI11.08""",10,,"""""BAI11.08"""""
"""BAI11.08""",11,,"""""BAI11.08"""""
"""BAI11.08""",12,,"""""BAI11.08"""""
"""BAI11.08""",13,,"""""BAI11.08"""""
"""BAI11.08""",14,R,"""""BAI11.08"""""
"""BAI11.08""",15,A,"""""BAI11.08"""""
"""BAI11.08""",16,R,"""""BAI11.08"""""
"""BAI11.08""",17,,"""""BAI11.08"""""
"""BAI11.08""",18,R,"""""BAI11.08"""""
"""BAI11.08""",19,,"""""BAI11.08"""""
"""BAI11.08""",20,,"""""BAI11.08"""""
"""BAI11.08""",21,,"""""BAI11.08"""""
"""BAI11.08""",22,,"""""BAI11.08"""""
"""BAI11.08""",23,R,"""""BAI11.08"""""
"""BAI11.08""",24,,"""""BAI11.08"""""
"""BAI11.08""",25,,"""""BAI11.08"""""
"""BAI11.08""",26,,"""""BAI11.08"""""
"""BAI11.08""",27,,"""""BAI11.08"""""
"""BAI11.08""",28,,"""""BAI11.08"""""
"""BAI11.08""",29,,"""""BAI11.08"""""
"""BAI11.08""",30,,"""""BAI11.08"""""
"""BAI11.08""",31,,"""""BAI11.08"""""
"""BAI11.08""",32,,"""""BAI11.08"""""
"""BAI11.08""",33,,"""""BAI11.08"""""
"""BAI11.09""",1,,"""""BAI11.09"""""
"""BAI11.09""",2,,"""""BAI11.09"""""
"""BAI11.09""",3,,"""""BAI11.09"""""
"""BAI11.09""",4,,"""""BAI11.09"""""
"""BAI11.09""",5,,"""""BAI11.09"""""
"""BAI11.09""",6,,"""""BAI11.09"""""
"""BAI11.09""",7,,"""""BAI11.09"""""
"""BAI11.09""",8,,"""""BAI11.09"""""
"""BAI11.09""",9,,"""""BAI11.09"""""
"""BAI11.09""",10,,"""""BAI11.09"""""
"""BAI11.09""",11,,"""""BAI11.09"""""
"""BAI11.09""",12,,"""""BAI11.09"""""
"""BAI11.09""",13,,"""""BAI11.09"""""
"""BAI11.09""",14,,"""""BAI11.09"""""
"""BAI11.09""",15,A,"""""BAI11.09"""""
"""BAI11.09""",16,,"""""BAI11.09"""""
"""BAI11.09""",17,R,"""""BAI11.09"""""
"""BAI11.09""",18,R,"""""BAI11.09"""""
"""BAI11.09""",19,,"""""BAI11.09"""""
"""BAI11.09""",20,,"""""BAI11.09"""""
"""BAI11.09""",21,,"""""BAI11.09"""""
"""BAI11.09""",22,,"""""BAI11.09"""""
"""BAI11.09""",23,,"""""BAI11.09"""""
"""BAI11.09""",24,,"""""BAI11.09"""""
"""BAI11.09""",25,,"""""BAI11.09"""""
"""BAI11.09""",26,,"""""BAI11.09"""""
"""BAI11.09""",27,,"""""BAI11.09"""""
"""BAI11.09""",28,,"""""BAI11.09"""""
"""BAI11.09""",29,,"""""BAI11.09"""""
"""BAI11.09""",30,,"""""BAI11.09"""""
"""BAI11.09""",31,,"""""BAI11.09"""""
"""BAI11.09""",32,,"""""BAI11.09"""""
"""BAI11.09""",33,,"""""BAI11.09"""""
"""EDM03.01""",1,A,"""""EDM03.01"""""
"""EDM03.01""",2,R,"""""EDM03.01"""""
"""EDM03.01""",3,R,"""""EDM03.01"""""
"""EDM03.01""",4,R,"""""EDM03.01"""""
"""EDM03.01""",5,,"""""EDM03.01"""""
"""EDM03.01""",6,R,"""""EDM03.01"""""
"""EDM03.01""",7,,"""""EDM03.01"""""
"""EDM03.01""",8,,"""""EDM03.01"""""
"""EDM03.01""",9,,"""""EDM03.01"""""
"""EDM03.01""",10,R,"""""EDM03.01"""""
"""EDM03.01""",11,,"""""EDM03.01"""""
"""EDM03.01""",12,R,"""""EDM03.01"""""
"""EDM03.01""",13,,"""""EDM03.01"""""
"""EDM03.01""",14,,"""""EDM03.01"""""
"""EDM03.01""",15,,"""""EDM03.01"""""
"""EDM03.01""",16,,"""""EDM03.01"""""
"""EDM03.01""",17,,"""""EDM03.01"""""
"""EDM03.01""",18,,"""""EDM03.01"""""
"""EDM03.01""",19,,"""""EDM03.01"""""
"""EDM03.01""",20,,"""""EDM03.01"""""
"""EDM03.01""",21,,"""""EDM03.01"""""
"""EDM03.01""",22,,"""""EDM03.01"""""
"""EDM03.01""",23,,"""""EDM03.01"""""
"""EDM03.01""",24,,"""""EDM03.01"""""
"""EDM03.01""",25,,"""""EDM03.01"""""
"""EDM03.01""",26,,"""""EDM03.01"""""
"""EDM03.01""",27,,"""""EDM03.01"""""
"""EDM03.01""",28,,"""""EDM03.01"""""
"""EDM03.01""",29,,"""""EDM03.01"""""
"""EDM03.01""",30,,"""""EDM03.01"""""
"""EDM03.01""",31,,"""""EDM03.01"""""
"""EDM03.01""",32,,"""""EDM03.01"""""
"""EDM03.01""",33,,"""""EDM03.01"""""
"""EDM03.02""",1,A,"""""EDM03.02"""""
"""EDM03.02""",2,R,"""""EDM03.02"""""
"""EDM03.02""",3,R,"""""EDM03.02"""""
"""EDM03.02""",4,R,"""""EDM03.02"""""
"""EDM03.02""",5,,"""""EDM03.02"""""
"""EDM03.02""",6,R,"""""EDM03.02"""""
"""EDM03.02""",7,,"""""EDM03.02"""""
"""EDM03.02""",8,,"""""EDM03.02"""""
"""EDM03.02""",9,,"""""EDM03.02"""""
"""EDM03.02""",10,R,"""""EDM03.02"""""
"""EDM03.02""",11,,"""""EDM03.02"""""
"""EDM03.02""",12,R,"""""EDM03.02"""""
"""EDM03.02""",13,,"""""EDM03.02"""""
"""EDM03.02""",14,,"""""EDM03.02"""""
"""EDM03.02""",15,,"""""EDM03.02"""""
"""EDM03.02""",16,,"""""EDM03.02"""""
"""EDM03.02""",17,,"""""EDM03.02"""""
"""EDM03.02""",18,,"""""EDM03.02"""""
"""EDM03.02""",19,,"""""EDM03.02"""""
"""EDM03.02""",20,,"""""EDM03.02"""""
"""EDM03.02""",21,,"""""EDM03.02"""""
"""EDM03.02""",22,,"""""EDM03.02"""""
"""EDM03.02""",23,,"""""EDM03.02"""""
"""EDM03.02""",24,,"""""EDM03.02"""""
"""EDM03.02""",25,,"""""EDM03.02"""""
"""EDM03.02""",26,,"""""EDM03.02"""""
"""EDM03.02""",27,,"""""EDM03.02"""""
"""EDM03.02""",28,,"""""EDM03.02"""""
"""EDM03.02""",29,,"""""EDM03.02"""""
"""EDM03.02""",30,,"""""EDM03.02"""""
"""EDM03.02""",31,,"""""EDM03.02"""""
"""EDM03.02""",32,,"""""EDM03.02"""""
"""EDM03.02""",33,,"""""EDM03.02"""""
"""EDM03.03""",1,A,"""""EDM03.03"""""
"""EDM03.03""",2,R,"""""EDM03.03"""""
"""EDM03.03""",3,R,"""""EDM03.03"""""
"""EDM03.03""",4,R,"""""EDM03.03"""""
"""EDM03.03""",5,,"""""EDM03.03"""""
"""EDM03.03""",6,R,"""""EDM03.03"""""
"""EDM03.03""",7,,"""""EDM03.03"""""
"""EDM03.03""",8,,"""""EDM03.03"""""
"""EDM03.03""",9,,"""""EDM03.03"""""
"""EDM03.03""",10,R,"""""EDM03.03"""""
"""EDM03.03""",11,,"""""EDM03.03"""""
"""EDM03.03""",12,R,"""""EDM03.03"""""
"""EDM03.03""",13,R,"""""EDM03.03"""""
"""EDM03.03""",14,,"""""EDM03.03"""""
"""EDM03.03""",15,,"""""EDM03.03"""""
"""EDM03.03""",16,,"""""EDM03.03"""""
"""EDM03.03""",17,,"""""EDM03.03"""""
"""EDM03.03""",18,,"""""EDM03.03"""""
"""EDM03.03""",19,,"""""EDM03.03"""""
"""EDM03.03""",20,,"""""EDM03.03"""""
"""EDM03.03""",21,,"""""EDM03.03"""""
"""EDM03.03""",22,,"""""EDM03.03"""""
"""EDM03.03""",23,,"""""EDM03.03"""""
"""EDM03.03""",24,,"""""EDM03.03"""""
"""EDM03.03""",25,,"""""EDM03.03"""""
"""EDM03.03""",26,,"""""EDM03.03"""""
"""EDM03.03""",27,,"""""EDM03.03"""""
"""EDM03.03""",28,,"""""EDM03.03"""""
"""EDM03.03""",29,,"""""EDM03.03"""""
"""EDM03.03""",30,,"""""EDM03.03"""""
"""EDM03.03""",31,,"""""EDM03.03"""""
"""EDM03.03""",32,,"""""EDM03.03"""""
"""EDM03.03""",33,,"""""EDM03.03"""""
"""APO07.01""",1,,"""""APO07.01"""""
"""APO07.01""",2,,"""""APO07.01"""""
"""APO07.01""",3,,"""""APO07.01"""""
"""APO07.01""",4,,"""""APO07.01"""""
"""APO07.01""",5,,"""""APO07.01"""""
"""APO07.01""",6,A,"""""APO07.01"""""
"""APO07.01""",7,R,"""""APO07.01"""""
"""APO07.01""",8,R,"""""APO07.01"""""
"""APO07.01""",9,,"""""APO07.01"""""
"""APO07.01""",10,,"""""APO07.01"""""
"""APO07.01""",11,,"""""APO07.01"""""
"""APO07.01""",12,,"""""APO07.01"""""
"""APO07.01""",13,,"""""APO07.01"""""
"""APO07.01""",14,,"""""APO07.01"""""
"""APO07.01""",15,,"""""APO07.01"""""
"""APO07.01""",16,,"""""APO07.01"""""
"""APO07.01""",17,,"""""APO07.01"""""
"""APO07.01""",18,R,"""""APO07.01"""""
"""APO07.01""",19,,"""""APO07.01"""""
"""APO07.01""",20,R,"""""APO07.01"""""
"""APO07.01""",21,,"""""APO07.01"""""
"""APO07.01""",22,R,"""""APO07.01"""""
"""APO07.01""",23,R,"""""APO07.01"""""
"""APO07.01""",24,R,"""""APO07.01"""""
"""APO07.01""",25,R,"""""APO07.01"""""
"""APO07.01""",26,R,"""""APO07.01"""""
"""APO07.01""",27,R,"""""APO07.01"""""
"""APO07.01""",28,R,"""""APO07.01"""""
"""APO07.01""",29,,"""""APO07.01"""""
"""APO07.01""",30,,"""""APO07.01"""""
"""APO07.01""",31,,"""""APO07.01"""""
"""APO07.01""",32,,"""""APO07.01"""""
"""APO07.01""",33,,"""""APO07.01"""""
"""APO07.02""",1,,"""""APO07.02"""""
"""APO07.02""",2,,"""""APO07.02"""""
"""APO07.02""",3,,"""""APO07.02"""""
"""APO07.02""",4,,"""""APO07.02"""""
"""APO07.02""",5,,"""""APO07.02"""""
"""APO07.02""",6,A,"""""APO07.02"""""
"""APO07.02""",7,R,"""""APO07.02"""""
"""APO07.02""",8,R,"""""APO07.02"""""
"""APO07.02""",9,,"""""APO07.02"""""
"""APO07.02""",10,,"""""APO07.02"""""
"""APO07.02""",11,,"""""APO07.02"""""
"""APO07.02""",12,,"""""APO07.02"""""
"""APO07.02""",13,,"""""APO07.02"""""
"""APO07.02""",14,,"""""APO07.02"""""
"""APO07.02""",15,,"""""APO07.02"""""
"""APO07.02""",16,,"""""APO07.02"""""
"""APO07.02""",17,,"""""APO07.02"""""
"""APO07.02""",18,R,"""""APO07.02"""""
"""APO07.02""",19,,"""""APO07.02"""""
"""APO07.02""",20,R,"""""APO07.02"""""
"""APO07.02""",21,,"""""APO07.02"""""
"""APO07.02""",22,R,"""""APO07.02"""""
"""APO07.02""",23,R,"""""APO07.02"""""
"""APO07.02""",24,R,"""""APO07.02"""""
"""APO07.02""",25,R,"""""APO07.02"""""
"""APO07.02""",26,R,"""""APO07.02"""""
"""APO07.02""",27,R,"""""APO07.02"""""
"""APO07.02""",28,R,"""""APO07.02"""""
"""APO07.02""",29,R,"""""APO07.02"""""
"""APO07.02""",30,,"""""APO07.02"""""
"""APO07.02""",31,R,"""""APO07.02"""""
"""APO07.02""",32,,"""""APO07.02"""""
"""APO07.02""",33,,"""""APO07.02"""""
"""APO07.03""",1,,"""""APO07.03"""""
"""APO07.03""",2,,"""""APO07.03"""""
"""APO07.03""",3,,"""""APO07.03"""""
"""APO07.03""",4,,"""""APO07.03"""""
"""APO07.03""",5,,"""""APO07.03"""""
"""APO07.03""",6,A,"""""APO07.03"""""
"""APO07.03""",7,R,"""""APO07.03"""""
"""APO07.03""",8,R,"""""APO07.03"""""
"""APO07.03""",9,,"""""APO07.03"""""
"""APO07.03""",10,,"""""APO07.03"""""
"""APO07.03""",11,,"""""APO07.03"""""
"""APO07.03""",12,,"""""APO07.03"""""
"""APO07.03""",13,,"""""APO07.03"""""
"""APO07.03""",14,,"""""APO07.03"""""
"""APO07.03""",15,,"""""APO07.03"""""
"""APO07.03""",16,,"""""APO07.03"""""
"""APO07.03""",17,,"""""APO07.03"""""
"""APO07.03""",18,R,"""""APO07.03"""""
"""APO07.03""",19,,"""""APO07.03"""""
"""APO07.03""",20,R,"""""APO07.03"""""
"""APO07.03""",21,,"""""APO07.03"""""
"""APO07.03""",22,R,"""""APO07.03"""""
"""APO07.03""",23,R,"""""APO07.03"""""
"""APO07.03""",24,R,"""""APO07.03"""""
"""APO07.03""",25,R,"""""APO07.03"""""
"""APO07.03""",26,R,"""""APO07.03"""""
"""APO07.03""",27,R,"""""APO07.03"""""
"""APO07.03""",28,R,"""""APO07.03"""""
"""APO07.03""",29,,"""""APO07.03"""""
"""APO07.03""",30,,"""""APO07.03"""""
"""APO07.03""",31,,"""""APO07.03"""""
"""APO07.03""",32,,"""""APO07.03"""""
"""APO07.03""",33,,"""""APO07.03"""""
"""APO07.04""",1,,"""""APO07.04"""""
"""APO07.04""",2,,"""""APO07.04"""""
"""APO07.04""",3,,"""""APO07.04"""""
"""APO07.04""",4,,"""""APO07.04"""""
"""APO07.04""",5,,"""""APO07.04"""""
"""APO07.04""",6,A,"""""APO07.04"""""
"""APO07.04""",7,,"""""APO07.04"""""
"""APO07.04""",8,,"""""APO07.04"""""
"""APO07.04""",9,,"""""APO07.04"""""
"""APO07.04""",10,,"""""APO07.04"""""
"""APO07.04""",11,,"""""APO07.04"""""
"""APO07.04""",12,,"""""APO07.04"""""
"""APO07.04""",13,,"""""APO07.04"""""
"""APO07.04""",14,,"""""APO07.04"""""
"""APO07.04""",15,,"""""APO07.04"""""
"""APO07.04""",16,,"""""APO07.04"""""
"""APO07.04""",17,,"""""APO07.04"""""
"""APO07.04""",18,R,"""""APO07.04"""""
"""APO07.04""",19,,"""""APO07.04"""""
"""APO07.04""",20,R,"""""APO07.04"""""
"""APO07.04""",21,,"""""APO07.04"""""
"""APO07.04""",22,R,"""""APO07.04"""""
"""APO07.04""",23,R,"""""APO07.04"""""
"""APO07.04""",24,R,"""""APO07.04"""""
"""APO07.04""",25,R,"""""APO07.04"""""
"""APO07.04""",26,R,"""""APO07.04"""""
"""APO07.04""",27,R,"""""APO07.04"""""
"""APO07.04""",28,R,"""""APO07.04"""""
"""APO07.04""",29,,"""""APO07.04"""""
"""APO07.04""",30,,"""""APO07.04"""""
"""APO07.04""",31,,"""""APO07.04"""""
"""APO07.04""",32,,"""""APO07.04"""""
"""APO07.04""",33,,"""""APO07.04"""""
"""APO07.05""",1,,"""""APO07.05"""""
"""APO07.05""",2,,"""""APO07.05"""""
"""APO07.05""",3,,"""""APO07.05"""""
"""APO07.05""",4,,"""""APO07.05"""""
"""APO07.05""",5,R,"""""APO07.05"""""
"""APO07.05""",6,R,"""""APO07.05"""""
"""APO07.05""",7,R,"""""APO07.05"""""
"""APO07.05""",8,R,"""""APO07.05"""""
"""APO07.05""",9,A,"""""APO07.05"""""
"""APO07.05""",10,,"""""APO07.05"""""
"""APO07.05""",11,,"""""APO07.05"""""
"""APO07.05""",12,,"""""APO07.05"""""
"""APO07.05""",13,,"""""APO07.05"""""
"""APO07.05""",14,,"""""APO07.05"""""
"""APO07.05""",15,,"""""APO07.05"""""
"""APO07.05""",16,,"""""APO07.05"""""
"""APO07.05""",17,,"""""APO07.05"""""
"""APO07.05""",18,R,"""""APO07.05"""""
"""APO07.05""",19,,"""""APO07.05"""""
"""APO07.05""",20,R,"""""APO07.05"""""
