practice_id,role_id,r_a,
"""APO01.07""",32,,"""""APO01.07"""""
"""APO01.07""",33,,"""""APO01.07"""""
"""APO01.08""",1,,"""""APO01.08"""""
"""APO01.08""",2,A,"""""APO01.08"""""
"""APO01.08""",3,,"""""APO01.08"""""
"""APO01.08""",4,,"""""APO01.08"""""
"""APO01.08""",5,,"""""APO01.08"""""
"""APO01.08""",6,R,"""""APO01.08"""""
"""APO01.08""",7,R,"""""APO01.08"""""
"""APO01.08""",8,R,"""""APO01.08"""""
"""APO01.08""",9,,"""""APO01.08"""""
"""APO01.08""",10,R,"""""APO01.08"""""
"""APO01.08""",11,,"""""APO01.08"""""
"""APO01.08""",12,,"""""APO01.08"""""
"""APO01.08""",13,,"""""APO01.08"""""
"""APO01.08""",14,,"""""APO01.08"""""
"""APO01.08""",15,,"""""APO01.08"""""
"""APO01.08""",16,,"""""APO01.08"""""
"""APO01.08""",17,,"""""APO01.08"""""
"""APO01.08""",18,,"""""APO01.08"""""
"""APO01.08""",19,,"""""APO01.08"""""
"""APO01.08""",20,,"""""APO01.08"""""
"""APO01.08""",21,,"""""APO01.08"""""
"""APO01.08""",22,R,"""""APO01.08"""""
"""APO01.08""",23,R,"""""APO01.08"""""
"""APO01.08""",24,R,"""""APO01.08"""""
"""APO01.08""",25,R,"""""APO01.08"""""
"""APO01.08""",26,,"""""APO01.08"""""
"""APO01.08""",27,,"""""APO01.08"""""
"""APO01.08""",28,,"""""APO01.08"""""
"""APO01.08""",29,,"""""APO01.08"""""
"""APO01.08""",30,,"""""APO01.08"""""
"""APO01.08""",31,,"""""APO01.08"""""
"""APO01.08""",32,,"""""APO01.08"""""
"""APO01.08""",33,,"""""APO01.08"""""
"""APO01.09""",1,,"""""APO01.09"""""
"""APO01.09""",2,A,"""""APO01.09"""""
"""APO01.09""",3,,"""""APO01.09"""""
"""APO01.09""",4,,"""""APO01.09"""""
"""APO01.09""",5,,"""""APO01.09"""""
"""APO01.09""",6,R,"""""APO01.09"""""
"""APO01.09""",7,R,"""""APO01.09"""""
"""APO01.09""",8,R,"""""APO01.09"""""
"""APO01.09""",9,,"""""APO01.09"""""
"""APO01.09""",10,R,"""""APO01.09"""""
"""APO01.09""",11,R,"""""APO01.09"""""
"""APO01.09""",12,R,"""""APO01.09"""""
"""APO01.09""",13,,"""""APO01.09"""""
"""APO01.09""",14,R,"""""APO01.09"""""
"""APO01.09""",15,,"""""APO01.09"""""
"""APO01.09""",16,,"""""APO01.09"""""
"""APO01.09""",17,,"""""APO01.09"""""
"""APO01.09""",18,,"""""APO01.09"""""
"""APO01.09""",19,R,"""""APO01.09"""""
"""APO01.09""",20,R,"""""APO01.09"""""
"""APO01.09""",21,,"""""APO01.09"""""
"""APO01.09""",22,R,"""""APO01.09"""""
"""APO01.09""",23,R,"""""APO01.09"""""
"""APO01.09""",24,R,"""""APO01.09"""""
"""APO01.09""",25,R,"""""APO01.09"""""
"""APO01.09""",26,R,"""""APO01.09"""""
"""APO01.09""",27,R,"""""APO01.09"""""
"""APO01.09""",28,R,"""""APO01.09"""""
"""APO01.09""",29,R,"""""APO01.09"""""
"""APO01.09""",30,,"""""APO01.09"""""
"""APO01.09""",31,,"""""APO01.09"""""
"""APO01.09""",32,,"""""APO01.09"""""
"""APO01.09""",33,,"""""APO01.09"""""
"""APO01.10""",1,,"""""APO01.10"""""
"""APO01.10""",2,A,"""""APO01.10"""""
"""APO01.10""",3,,"""""APO01.10"""""
"""APO01.10""",4,,"""""APO01.10"""""
"""APO01.10""",5,,"""""APO01.10"""""
"""APO01.10""",6,R,"""""APO01.10"""""
"""APO01.10""",7,R,"""""APO01.10"""""
"""APO01.10""",8,R,"""""APO01.10"""""
"""APO01.10""",9,,"""""APO01.10"""""
"""APO01.10""",10,R,"""""APO01.10"""""
"""APO01.10""",11,,"""""APO01.10"""""
"""APO01.10""",12,,"""""APO01.10"""""
"""APO01.10""",13,,"""""APO01.10"""""
"""APO01.10""",14,,"""""APO01.10"""""
"""APO01.10""",15,,"""""APO01.10"""""
"""APO01.10""",16,,"""""APO01.10"""""
"""APO01.10""",17,,"""""APO01.10"""""
"""APO01.10""",18,,"""""APO01.10"""""
"""APO01.10""",19,R,"""""APO01.10"""""
"""APO01.10""",20,,"""""APO01.10"""""
"""APO01.10""",21,,"""""APO01.10"""""
"""APO01.10""",22,R,"""""APO01.10"""""
"""APO01.10""",23,R,"""""APO01.10"""""
"""APO01.10""",24,R,"""""APO01.10"""""
"""APO01.10""",25,R,"""""APO01.10"""""
"""APO01.10""",26,R,"""""APO01.10"""""
"""APO01.10""",27,R,"""""APO01.10"""""
"""APO01.10""",28,R,"""""APO01.10"""""
"""APO01.10""",29,R,"""""APO01.10"""""
"""APO01.10""",30,,"""""APO01.10"""""
"""APO01.10""",31,,"""""APO01.10"""""
"""APO01.10""",32,,"""""APO01.10"""""
"""APO01.10""",33,,"""""APO01.10"""""
"""APO01.11""",1,,"""""APO01.11"""""
"""APO01.11""",2,A,"""""APO01.11"""""
"""APO01.11""",3,,"""""APO01.11"""""
"""APO01.11""",4,,"""""APO01.11"""""
"""APO01.11""",5,,"""""APO01.11"""""
"""APO01.11""",6,R,"""""APO01.11"""""
"""APO01.11""",7,R,"""""APO01.11"""""
"""APO01.11""",8,R,"""""APO01.11"""""
"""APO01.11""",9,,"""""APO01.11"""""
"""APO01.11""",10,R,"""""APO01.11"""""
"""APO01.11""",11,,"""""APO01.11"""""
"""APO01.11""",12,,"""""APO01.11"""""
"""APO01.11""",13,,"""""APO01.11"""""
"""APO01.11""",14,R,"""""APO01.11"""""
"""APO01.11""",15,,"""""APO01.11"""""
"""APO01.11""",16,,"""""APO01.11"""""
"""APO01.11""",17,,"""""APO01.11"""""
"""APO01.11""",18,,"""""APO01.11"""""
"""APO01.11""",19,R,"""""APO01.11"""""
"""APO01.11""",20,,"""""APO01.11"""""
"""APO01.11""",21,,"""""APO01.11"""""
"""APO01.11""",22,R,"""""APO01.11"""""
"""APO01.11""",23,R,"""""APO01.11"""""
"""APO01.11""",24,R,"""""APO01.11"""""
"""APO01.11""",25,R,"""""APO01.11"""""
"""APO01.11""",26,R,"""""APO01.11"""""
"""APO01.11""",27,R,"""""APO01.11"""""
"""APO01.11""",28,R,"""""APO01.11"""""
"""APO01.11""",29,R,"""""APO01.11"""""
"""APO01.11""",30,,"""""APO01.11"""""
"""APO01.11""",31,,"""""APO01.11"""""
"""APO01.11""",32,,"""""APO01.11"""""
"""APO01.11""",33,,"""""APO01.11"""""
"""APO02.01""",1,,"""""APO02.01"""""
"""APO02.01""",2,,"""""APO02.01"""""
"""APO02.01""",3,,"""""APO02.01"""""
"""APO02.01""",4,,"""""APO02.01"""""
"""APO02.01""",5,,"""""APO02.01"""""
"""APO02.01""",6,A,"""""APO02.01"""""
"""APO02.01""",7,R,"""""APO02.01"""""
"""APO02.01""",8,R,"""""APO02.01"""""
"""APO02.01""",9,,"""""APO02.01"""""
"""APO02.01""",10,,"""""APO02.01"""""
"""APO02.01""",11,,"""""APO02.01"""""
"""APO02.01""",12,,"""""APO02.01"""""
"""APO02.01""",13,,"""""APO02.01"""""
"""APO02.01""",14,,"""""APO02.01"""""
"""APO02.01""",15,,"""""APO02.01"""""
"""APO02.01""",16,,"""""APO02.01"""""
"""APO02.01""",17,,"""""APO02.01"""""
"""APO02.01""",18,,"""""APO02.01"""""
"""APO02.01""",19,R,"""""APO02.01"""""
"""APO02.01""",20,,"""""APO02.01"""""
"""APO02.01""",21,R,"""""APO02.01"""""
"""APO02.01""",22,R,"""""APO02.01"""""
"""APO02.01""",23,R,"""""APO02.01"""""
"""APO02.01""",24,R,"""""APO02.01"""""
"""APO02.01""",25,R,"""""APO02.01"""""
"""APO02.01""",26,R,"""""APO02.01"""""
"""APO02.01""",27,R,"""""APO02.01"""""
"""APO02.01""",28,R,"""""APO02.01"""""
"""APO02.01""",29,R,"""""APO02.01"""""
"""APO02.01""",30,,"""""APO02.01"""""
"""APO02.01""",31,,"""""APO02.01"""""
"""APO02.01""",32,,"""""APO02.01"""""
"""APO02.01""",33,,"""""APO02.01"""""
"""APO02.02""",1,,"""""APO02.02"""""
"""APO02.02""",2,,"""""APO02.02"""""
"""APO02.02""",3,,"""""APO02.02"""""
"""APO02.02""",4,,"""""APO02.02"""""
"""APO02.02""",5,,"""""APO02.02"""""
"""APO02.02""",6,A,"""""APO02.02"""""
"""APO02.02""",7,R,"""""APO02.02"""""
"""APO02.02""",8,R,"""""APO02.02"""""
"""APO02.02""",9,,"""""APO02.02"""""
"""APO02.02""",10,,"""""APO02.02"""""
"""APO02.02""",11,,"""""APO02.02"""""
"""APO02.02""",12,,"""""APO02.02"""""
"""APO02.02""",13,,"""""APO02.02"""""
"""APO02.02""",14,,"""""APO02.02"""""
"""APO02.02""",15,,"""""APO02.02"""""
"""APO02.02""",16,,"""""APO02.02"""""
"""APO02.02""",17,,"""""APO02.02"""""
"""APO02.02""",18,,"""""APO02.02"""""
"""APO02.02""",19,R,"""""APO02.02"""""
"""APO02.02""",20,,"""""APO02.02"""""
"""APO02.02""",21,,"""""APO02.02"""""
"""APO02.02""",22,R,"""""APO02.02"""""
"""APO02.02""",23,R,"""""APO02.02"""""
"""APO02.02""",24,R,"""""APO02.02"""""
"""APO02.02""",25,R,"""""APO02.02"""""
"""APO02.02""",26,R,"""""APO02.02"""""
"""APO02.02""",27,R,"""""APO02.02"""""
"""APO02.02""",28,R,"""""APO02.02"""""
"""APO02.02""",29,R,"""""APO02.02"""""
"""APO02.02""",30,,"""""APO02.02"""""
"""APO02.02""",31,,"""""APO02.02"""""
"""APO02.02""",32,,"""""APO02.02"""""
"""APO02.02""",33,,"""""APO02.02"""""
"""APO02.03""",1,,"""""APO02.03"""""
"""APO02.03""",2,,"""""APO02.03"""""
"""APO02.03""",3,,"""""APO02.03"""""
"""APO02.03""",4,,"""""APO02.03"""""
"""APO02.03""",5,,"""""APO02.03"""""
"""APO02.03""",6,R,"""""APO02.03"""""
"""APO02.03""",7,R,"""""APO02.03"""""
"""APO02.03""",8,A,"""""APO02.03"""""
"""APO02.03""",9,,"""""APO02.03"""""
"""APO02.03""",10,,"""""APO02.03"""""
"""APO02.03""",11,,"""""APO02.03"""""
"""APO02.03""",12,,"""""APO02.03"""""
"""APO02.03""",13,,"""""APO02.03"""""
"""APO02.03""",14,R,"""""APO02.03"""""
"""APO02.03""",15,,"""""APO02.03"""""
"""APO02.03""",16,,"""""APO02.03"""""
"""APO02.03""",17,,"""""APO02.03"""""
"""APO02.03""",18,,"""""APO02.03"""""
"""APO02.03""",19,R,"""""APO02.03"""""
"""APO02.03""",20,,"""""APO02.03"""""
"""APO02.03""",21,R,"""""APO02.03"""""
"""APO02.03""",22,R,"""""APO02.03"""""
"""APO02.03""",23,R,"""""APO02.03"""""
"""APO02.03""",24,R,"""""APO02.03"""""
"""APO02.03""",25,R,"""""APO02.03"""""
"""APO02.03""",26,R,"""""APO02.03"""""
"""APO02.03""",27,R,"""""APO02.03"""""
"""APO02.03""",28,R,"""""APO02.03"""""
"""APO02.03""",29,R,"""""APO02.03"""""
"""APO02.03""",30,,"""""APO02.03"""""
"""APO02.03""",31,,"""""APO02.03"""""
"""APO02.03""",32,,"""""APO02.03"""""
"""APO02.03""",33,,"""""APO02.03"""""
"""APO02.04""",1,,"""""APO02.04"""""
"""APO02.04""",2,,"""""APO02.04"""""
"""APO02.04""",3,,"""""APO02.04"""""
"""APO02.04""",4,,"""""APO02.04"""""
"""APO02.04""",5,,"""""APO02.04"""""
"""APO02.04""",6,R,"""""APO02.04"""""
"""APO02.04""",7,R,"""""APO02.04"""""
"""APO02.04""",8,R,"""""APO02.04"""""
"""APO02.04""",9,,"""""APO02.04"""""
"""APO02.04""",10,A,"""""APO02.04"""""
"""APO02.04""",11,,"""""APO02.04"""""
"""APO02.04""",12,,"""""APO02.04"""""
"""APO02.04""",13,,"""""APO02.04"""""
"""APO02.04""",14,R,"""""APO02.04"""""
"""APO02.04""",15,,"""""APO02.04"""""
"""APO02.04""",16,,"""""APO02.04"""""
"""APO02.04""",17,,"""""APO02.04"""""
"""APO02.04""",18,,"""""APO02.04"""""
"""APO02.04""",19,R,"""""APO02.04"""""
"""APO02.04""",20,,"""""APO02.04"""""
"""APO02.04""",21,,"""""APO02.04"""""
"""APO02.04""",22,R,"""""APO02.04"""""
"""APO02.04""",23,R,"""""APO02.04"""""
"""APO02.04""",24,R,"""""APO02.04"""""
"""APO02.04""",25,R,"""""APO02.04"""""
"""APO02.04""",26,R,"""""APO02.04"""""
"""APO02.04""",27,R,"""""APO02.04"""""
"""APO02.04""",28,R,"""""APO02.04"""""
"""APO02.04""",29,R,"""""APO02.04"""""
"""APO02.04""",30,,"""""APO02.04"""""
"""APO02.04""",31,,"""""APO02.04"""""
"""APO02.04""",32,,"""""APO02.04"""""
"""APO02.04""",33,,"""""APO02.04"""""
"""APO02.05""",1,,"""""APO02.05"""""
"""APO02.05""",2,,"""""APO02.05"""""
"""APO02.05""",3,,"""""APO02.05"""""
"""APO02.05""",4,,"""""APO02.05"""""
"""APO02.05""",5,,"""""APO02.05"""""
"""APO02.05""",6,R,"""""APO02.05"""""
"""APO02.05""",7,R,"""""APO02.05"""""
"""APO02.05""",8,R,"""""APO02.05"""""
"""APO02.05""",9,,"""""APO02.05"""""
"""APO02.05""",10,A,"""""APO02.05"""""
"""APO02.05""",11,,"""""APO02.05"""""
"""APO02.05""",12,,"""""APO02.05"""""
"""APO02.05""",13,,"""""APO02.05"""""
"""APO02.05""",14,R,"""""APO02.05"""""
"""APO02.05""",15,,"""""APO02.05"""""
"""APO02.05""",16,,"""""APO02.05"""""
"""APO02.05""",17,,"""""APO02.05"""""
"""APO02.05""",18,R,"""""APO02.05"""""
"""APO02.05""",19,R,"""""APO02.05"""""
"""APO02.05""",20,,"""""APO02.05"""""
"""APO02.05""",21,,"""""APO02.05"""""
"""APO02.05""",22,R,"""""APO02.05"""""
"""APO02.05""",23,R,"""""APO02.05"""""
"""APO02.05""",24,R,"""""APO02.05"""""
"""APO02.05""",25,R,"""""APO02.05"""""
"""APO02.05""",26,R,"""""APO02.05"""""
"""APO02.05""",27,R,"""""APO02.05"""""
"""APO02.05""",28,R,"""""APO02.05"""""
"""APO02.05""",29,R,"""""APO02.05"""""
"""APO02.05""",30,,"""""APO02.05"""""
"""APO02.05""",31,,"""""APO02.05"""""
"""APO02.05""",32,,"""""APO02.05"""""
"""APO02.05""",33,,"""""APO02.05"""""
"""APO02.06""",1,,"""""APO02.06"""""
"""APO02.06""",2,,"""""APO02.06"""""
"""APO02.06""",3,R,"""""APO02.06"""""
"""APO02.06""",4,,"""""APO02.06"""""
"""APO02.06""",5,,"""""APO02.06"""""
"""APO02.06""",6,R,"""""APO02.06"""""
"""APO02.06""",7,R,"""""APO02.06"""""
"""APO02.06""",8,R,"""""APO02.06"""""
"""APO02.06""",9,,"""""APO02.06"""""
"""APO02.06""",10,A,"""""APO02.06"""""
"""APO02.06""",11,,"""""APO02.06"""""
"""APO02.06""",12,,"""""APO02.06"""""
"""APO02.06""",13,,"""""APO02.06"""""
"""APO02.06""",14,,"""""APO02.06"""""
"""APO02.06""",15,,"""""APO02.06"""""
"""APO02.06""",16,,"""""APO02.06"""""
"""APO02.06""",17,,"""""APO02.06"""""
"""APO02.06""",18,,"""""APO02.06"""""
"""APO02.06""",19,,"""""APO02.06"""""
"""APO02.06""",20,,"""""APO02.06"""""
"""APO02.06""",21,,"""""APO02.06"""""
"""APO02.06""",22,,"""""APO02.06"""""
"""APO02.06""",23,,"""""APO02.06"""""
"""APO02.06""",24,,"""""APO02.06"""""
"""APO02.06""",25,,"""""APO02.06"""""
"""APO02.06""",26,,"""""APO02.06"""""
"""APO02.06""",27,,"""""APO02.06"""""
"""APO02.06""",28,,"""""APO02.06"""""
"""APO02.06""",29,,"""""APO02.06"""""
"""APO02.06""",30,,"""""APO02.06"""""
"""APO02.06""",31,,"""""APO02.06"""""
"""APO02.06""",32,,"""""APO02.06"""""
"""APO02.06""",33,,"""""APO02.06"""""
"""APO10.01""",1,,"""""APO10.01"""""
"""APO10.01""",2,,"""""APO10.01"""""
"""APO10.01""",3,,"""""APO10.01"""""
"""APO10.01""",4,,"""""APO10.01"""""
"""APO10.01""",5,,"""""APO10.01"""""
"""APO10.01""",6,R,"""""APO10.01"""""
"""APO10.01""",7,R,"""""APO10.01"""""
"""APO10.01""",8,R,"""""APO10.01"""""
"""APO10.01""",9,,"""""APO10.01"""""
"""APO10.01""",10,A,"""""APO10.01"""""
"""APO10.01""",11,,"""""APO10.01"""""
"""APO10.01""",12,,"""""APO10.01"""""
"""APO10.01""",13,,"""""APO10.01"""""
"""APO10.01""",14,,"""""APO10.01"""""
"""APO10.01""",15,,"""""APO10.01"""""
"""APO10.01""",16,,"""""APO10.01"""""
"""APO10.01""",17,,"""""APO10.01"""""
"""APO10.01""",18,,"""""APO10.01"""""
"""APO10.01""",19,,"""""APO10.01"""""
"""APO10.01""",20,,"""""APO10.01"""""
"""APO10.01""",21,,"""""APO10.01"""""
"""APO10.01""",22,,"""""APO10.01"""""
"""APO10.01""",23,,"""""APO10.01"""""
"""APO10.01""",24,,"""""APO10.01"""""
"""APO10.01""",25,R,"""""APO10.01"""""
"""APO10.01""",26,,"""""APO10.01"""""
"""APO10.01""",27,,"""""APO10.01"""""
"""APO10.01""",28,,"""""APO10.01"""""
"""APO10.01""",29,,"""""APO10.01"""""
"""APO10.01""",30,,"""""APO10.01"""""
"""APO10.01""",31,R,"""""APO10.01"""""
"""APO10.01""",32,,"""""APO10.01"""""
"""APO10.01""",33,,"""""APO10.01"""""
"""APO10.02""",1,,"""""APO10.02"""""
"""APO10.02""",2,,"""""APO10.02"""""
"""APO10.02""",3,,"""""APO10.02"""""
"""APO10.02""",4,,"""""APO10.02"""""
"""APO10.02""",5,,"""""APO10.02"""""
"""APO10.02""",6,R,"""""APO10.02"""""
"""APO10.02""",7,R,"""""APO10.02"""""
"""APO10.02""",8,R,"""""APO10.02"""""
"""APO10.02""",9,,"""""APO10.02"""""
"""APO10.02""",10,A,"""""APO10.02"""""
"""APO10.02""",11,,"""""APO10.02"""""
"""APO10.02""",12,,"""""APO10.02"""""
"""APO10.02""",13,,"""""APO10.02"""""
"""APO10.02""",14,,"""""APO10.02"""""
"""APO10.02""",15,,"""""APO10.02"""""
"""APO10.02""",16,,"""""APO10.02"""""
"""APO10.02""",17,,"""""APO10.02"""""
"""APO10.02""",18,,"""""APO10.02"""""
"""APO10.02""",19,,"""""APO10.02"""""
"""APO10.02""",20,,"""""APO10.02"""""
"""APO10.02""",21,,"""""APO10.02"""""
"""APO10.02""",22,,"""""APO10.02"""""
"""APO10.02""",23,R,"""""APO10.02"""""
"""APO10.02""",24,R,"""""APO10.02"""""
"""APO10.02""",25,R,"""""APO10.02"""""
"""APO10.02""",26,R,"""""APO10.02"""""
"""APO10.02""",27,R,"""""APO10.02"""""
"""APO10.02""",28,,"""""APO10.02"""""
"""APO10.02""",29,R,"""""APO10.02"""""
"""APO10.02""",30,,"""""APO10.02"""""
"""APO10.02""",31,,"""""APO10.02"""""
"""APO10.02""",32,,"""""APO10.02"""""
"""APO10.02""",33,,"""""APO10.02"""""
"""APO10.03""",1,,"""""APO10.03"""""
"""APO10.03""",2,,"""""APO10.03"""""
"""APO10.03""",3,,"""""APO10.03"""""
"""APO10.03""",4,,"""""APO10.03"""""
"""APO10.03""",5,,"""""APO10.03"""""
"""APO10.03""",6,R,"""""APO10.03"""""
"""APO10.03""",7,R,"""""APO10.03"""""
"""APO10.03""",8,R,"""""APO10.03"""""
"""APO10.03""",9,,"""""APO10.03"""""
"""APO10.03""",10,A,"""""APO10.03"""""
"""APO10.03""",11,,"""""APO10.03"""""
"""APO10.03""",12,,"""""APO10.03"""""
"""APO10.03""",13,,"""""APO10.03"""""
"""APO10.03""",14,,"""""APO10.03"""""
"""APO10.03""",15,,"""""APO10.03"""""
"""APO10.03""",16,,"""""APO10.03"""""
"""APO10.03""",17,,"""""APO10.03"""""
"""APO10.03""",18,,"""""APO10.03"""""
"""APO10.03""",19,,"""""APO10.03"""""
"""APO10.03""",20,,"""""APO10.03"""""
"""APO10.03""",21,,"""""APO10.03"""""
"""APO10.03""",22,,"""""APO10.03"""""
"""APO10.03""",23,R,"""""APO10.03"""""
"""APO10.03""",24,R,"""""APO10.03"""""
"""APO10.03""",25,R,"""""APO10.03"""""
"""APO10.03""",26,R,"""""APO10.03"""""
"""APO10.03""",27,,"""""APO10.03"""""
"""APO10.03""",28,,"""""APO10.03"""""
"""APO10.03""",29,,"""""APO10.03"""""
"""APO10.03""",30,,"""""APO10.03"""""
"""APO10.03""",31,R,"""""APO10.03"""""
"""APO10.03""",32,,"""""APO10.03"""""
"""APO10.03""",33,,"""""APO10.03"""""
"""APO10.04""",1,,"""""APO10.04"""""
"""APO10.04""",2,,"""""APO10.04"""""
"""APO10.04""",3,,"""""APO10.04"""""
"""APO10.04""",4,R,"""""APO10.04"""""
"""APO10.04""",5,,"""""APO10.04"""""
"""APO10.04""",6,R,"""""APO10.04"""""
"""APO10.04""",7,R,"""""APO10.04"""""
"""APO10.04""",8,R,"""""APO10.04"""""
"""APO10.04""",9,,"""""APO10.04"""""
"""APO10.04""",10,A,"""""APO10.04"""""
"""APO10.04""",11,,"""""APO10.04"""""
"""APO10.04""",12,R,"""""APO10.04"""""
"""APO10.04""",13,,"""""APO10.04"""""
"""APO10.04""",14,,"""""APO10.04"""""
"""APO10.04""",15,,"""""APO10.04"""""
"""APO10.04""",16,,"""""APO10.04"""""
"""APO10.04""",17,,"""""APO10.04"""""
"""APO10.04""",18,,"""""APO10.04"""""
"""APO10.04""",19,,"""""APO10.04"""""
"""APO10.04""",20,,"""""APO10.04"""""
"""APO10.04""",21,,"""""APO10.04"""""
"""APO10.04""",22,,"""""APO10.04"""""
"""APO10.04""",23,R,"""""APO10.04"""""
"""APO10.04""",24,R,"""""APO10.04"""""
"""APO10.04""",25,R,"""""APO10.04"""""
"""APO10.04""",26,R,"""""APO10.04"""""
"""APO10.04""",27,R,"""""APO10.04"""""
"""APO10.04""",28,,"""""APO10.04"""""
"""APO10.04""",29,R,"""""APO10.04"""""
"""APO10.04""",30,,"""""APO10.04"""""
"""APO10.04""",31,,"""""APO10.04"""""
"""APO10.04""",32,,"""""APO10.04"""""
"""APO10.04""",33,,"""""APO10.04"""""
"""APO10.05""",1,,"""""APO10.05"""""
"""APO10.05""",2,,"""""APO10.05"""""
"""APO10.05""",3,,"""""APO10.05"""""
"""APO10.05""",4,R,"""""APO10.05"""""
"""APO10.05""",5,,"""""APO10.05"""""
"""APO10.05""",6,R,"""""APO10.05"""""
"""APO10.05""",7,R,"""""APO10.05"""""
"""APO10.05""",8,R,"""""APO10.05"""""
"""APO10.05""",9,,"""""APO10.05"""""
"""APO10.05""",10,A,"""""APO10.05"""""
"""APO10.05""",11,,"""""APO10.05"""""
"""APO10.05""",12,R,"""""APO10.05"""""
"""APO10.05""",13,,"""""APO10.05"""""
"""APO10.05""",14,,"""""APO10.05"""""
"""APO10.05""",15,,"""""APO10.05"""""
"""APO10.05""",16,,"""""APO10.05"""""
"""APO10.05""",17,,"""""APO10.05"""""
"""APO10.05""",18,,"""""APO10.05"""""
"""APO10.05""",19,,"""""APO10.05"""""
"""APO10.05""",20,,"""""APO10.05"""""
"""APO10.05""",21,,"""""APO10.05"""""
"""APO10.05""",22,,"""""APO10.05"""""
"""APO10.05""",23,R,"""""APO10.05"""""
"""APO10.05""",24,R,"""""APO10.05"""""
"""APO10.05""",25,R,"""""APO10.05"""""
"""APO10.05""",26,R,"""""APO10.05"""""
"""APO10.05""",27,,"""""APO10.05"""""
"""APO10.05""",28,,"""""APO10.05"""""
"""APO10.05""",29,,"""""APO10.05"""""
"""APO10.05""",30,,"""""APO10.05"""""
"""APO10.05""",31,R,"""""APO10.05"""""
"""APO10.05""",32,,"""""APO10.05"""""
"""APO10.05""",33,,"""""APO10.05"""""
"""APO11.01""",1,,"""""APO11.01"""""
"""APO11.01""",2,,"""""APO11.01"""""
"""APO11.01""",3,,"""""APO11.01"""""
"""APO11.01""",4,,"""""APO11.01"""""
"""APO11.01""",5,,"""""APO11.01"""""
"""APO11.01""",6,,"""""APO11.01"""""
"""APO11.01""",7,,"""""APO11.01"""""
"""APO11.01""",8,R,"""""APO11.01"""""
"""APO11.01""",9,A,"""""APO11.01"""""
"""APO11.01""",10,,"""""APO11.01"""""
"""APO11.01""",11,,"""""APO11.01"""""
"""APO11.01""",12,,"""""APO11.01"""""
"""APO11.01""",13,,"""""APO11.01"""""
"""APO11.01""",14,,"""""APO11.01"""""
"""APO11.01""",15,,"""""APO11.01"""""
"""APO11.01""",16,,"""""APO11.01"""""
"""APO11.01""",17,,"""""APO11.01"""""
"""APO11.01""",18,,"""""APO11.01"""""
"""APO11.01""",19,,"""""APO11.01"""""
"""APO11.01""",20,,"""""APO11.01"""""
"""APO11.01""",21,,"""""APO11.01"""""
"""APO11.01""",22,,"""""APO11.01"""""
"""APO11.01""",23,,"""""APO11.01"""""
"""APO11.01""",24,,"""""APO11.01"""""
"""APO11.01""",25,R,"""""APO11.01"""""
"""APO11.01""",26,R,"""""APO11.01"""""
"""APO11.01""",27,,"""""APO11.01"""""
"""APO11.01""",28,,"""""APO11.01"""""
"""APO11.01""",29,,"""""APO11.01"""""
"""APO11.01""",30,,"""""APO11.01"""""
"""APO11.01""",31,,"""""APO11.01"""""
"""APO11.01""",32,,"""""APO11.01"""""
"""APO11.01""",33,,"""""APO11.01"""""
"""APO11.02""",1,,"""""APO11.02"""""
"""APO11.02""",2,,"""""APO11.02"""""
"""APO11.02""",3,,"""""APO11.02"""""
"""APO11.02""",4,,"""""APO11.02"""""
"""APO11.02""",5,,"""""APO11.02"""""
"""APO11.02""",6,,"""""APO11.02"""""
"""APO11.02""",7,,"""""APO11.02"""""
"""APO11.02""",8,R,"""""APO11.02"""""
"""APO11.02""",9,,"""""APO11.02"""""
"""APO11.02""",10,,"""""APO11.02"""""
"""APO11.02""",11,,"""""APO11.02"""""
"""APO11.02""",12,,"""""APO11.02"""""
"""APO11.02""",13,,"""""APO11.02"""""
"""APO11.02""",14,R,"""""APO11.02"""""
"""APO11.02""",15,,"""""APO11.02"""""
"""APO11.02""",16,,"""""APO11.02"""""
"""APO11.02""",17,,"""""APO11.02"""""
"""APO11.02""",18,,"""""APO11.02"""""
"""APO11.02""",19,,"""""APO11.02"""""
"""APO11.02""",20,,"""""APO11.02"""""
"""APO11.02""",21,,"""""APO11.02"""""
"""APO11.02""",22,,"""""APO11.02"""""
"""APO11.02""",23,,"""""APO11.02"""""
"""APO11.02""",24,,"""""APO11.02"""""
"""APO11.02""",25,,"""""APO11.02"""""
"""APO11.02""",26,R,"""""APO11.02"""""
"""APO11.02""",27,,"""""APO11.02"""""
"""APO11.02""",28,,"""""APO11.02"""""
"""APO11.02""",29,,"""""APO11.02"""""
"""APO11.02""",30,,"""""APO11.02"""""
"""APO11.02""",31,,"""""APO11.02"""""
"""APO11.02""",32,,"""""APO11.02"""""
"""APO11.02""",33,,"""""APO11.02"""""
"""APO11.03""",1,,"""""APO11.03"""""
"""APO11.03""",2,,"""""APO11.03"""""
"""APO11.03""",3,,"""""APO11.03"""""
"""APO11.03""",4,,"""""APO11.03"""""
"""APO11.03""",5,,"""""APO11.03"""""
"""APO11.03""",6,,"""""APO11.03"""""
"""APO11.03""",7,R,"""""APO11.03"""""
"""APO11.03""",8,R,"""""APO11.03"""""
"""APO11.03""",9,,"""""APO11.03"""""
"""APO11.03""",10,,"""""APO11.03"""""
"""APO11.03""",11,,"""""APO11.03"""""
"""APO11.03""",12,,"""""APO11.03"""""
